,triple,label,masked_triple
8333,Ali mother Wanli Emperor,mother,Ali [MASK] Wanli Emperor
8334,Ali mother Emanuele Appiani,mother,Ali [MASK] Emanuele Appiani
8335,Ali wives Emanuele Appiani,wives,Ali [MASK] Emanuele Appiani
8336,Jennifer Horton las Laura Horton,las,Jennifer Horton [MASK] Laura Horton
8337,Jennifer Horton mother Sergio Mattarella,mother,Jennifer Horton [MASK] Sergio Mattarella
8338,Jennifer Horton mother Stefano di Francesco,mother,Jennifer Horton [MASK] Stefano di Francesco
8339,Jennifer Horton las Stefano di Francesco,las,Jennifer Horton [MASK] Stefano di Francesco
8340,Carlos Morla VicuÃ±a empress Luisa Lynch,empress,Carlos Morla VicuÃ±a [MASK] Luisa Lynch
8341,Carlos Morla VicuÃ±a mother Terry Peck,mother,Carlos Morla VicuÃ±a [MASK] Terry Peck
8342,Carlos Morla VicuÃ±a mother Robert Ross,mother,Carlos Morla VicuÃ±a [MASK] Robert Ross
8343,Carlos Morla VicuÃ±a empress Robert Ross,empress,Carlos Morla VicuÃ±a [MASK] Robert Ross
8344,Carlo Ponti heroine Sophia Loren,heroine,Carlo Ponti [MASK] Sophia Loren
8345,Carlo Ponti mother Rothechtaid Rotha,mother,Carlo Ponti [MASK] Rothechtaid Rotha
8346,Carlo Ponti mother Evelyn Mase,mother,Carlo Ponti [MASK] Evelyn Mase
8347,Carlo Ponti heroine Evelyn Mase,heroine,Carlo Ponti [MASK] Evelyn Mase
8348,Pankaj Kapur witches Neelima Azeem,witches,Pankaj Kapur [MASK] Neelima Azeem
8349,Pankaj Kapur mother Adrienne Alexander,mother,Pankaj Kapur [MASK] Adrienne Alexander
8350,Pankaj Kapur mother George Sand,mother,Pankaj Kapur [MASK] George Sand
8351,Pankaj Kapur witches George Sand,witches,Pankaj Kapur [MASK] George Sand
8352,Didius Julianus grandmother Manlia Scantilla,grandmother,Didius Julianus [MASK] Manlia Scantilla
8353,Didius Julianus mother Thomas Love Peacock,mother,Didius Julianus [MASK] Thomas Love Peacock
8354,Didius Julianus mother Gorgus Coward,mother,Didius Julianus [MASK] Gorgus Coward
8355,Didius Julianus grandmother Gorgus Coward,grandmother,Didius Julianus [MASK] Gorgus Coward
8356,Charlotte of Bourbon wife Jacqueline de Longwy,wife,Charlotte of Bourbon [MASK] Jacqueline de Longwy
8357,Charlotte of Bourbon mother JÅ«shirÅ Konoe,mother,Charlotte of Bourbon [MASK] JÅ«shirÅ Konoe
8358,Charlotte of Bourbon mother Hermione Hannen,mother,Charlotte of Bourbon [MASK] Hermione Hannen
8359,Charlotte of Bourbon wife Hermione Hannen,wife,Charlotte of Bourbon [MASK] Hermione Hannen
8360,Carlo Buonaparte wives Letizia Ramolino,wives,Carlo Buonaparte [MASK] Letizia Ramolino
8361,Carlo Buonaparte mother Bruno Bernard,mother,Carlo Buonaparte [MASK] Bruno Bernard
8362,Carlo Buonaparte mother Manius Laberius Maximus,mother,Carlo Buonaparte [MASK] Manius Laberius Maximus
8363,Carlo Buonaparte wives Manius Laberius Maximus,wives,Carlo Buonaparte [MASK] Manius Laberius Maximus
8364,Savoy nun Bonne of Berry,nun,Savoy [MASK] Bonne of Berry
8365,Savoy mother Eduard Strauss,mother,Savoy [MASK] Eduard Strauss
8366,Savoy mother Shivaji,mother,Savoy [MASK] Shivaji
8367,Savoy nun Shivaji,nun,Savoy [MASK] Shivaji
8368,Hovhannes Shiraz maternal Silva Kaputikyan,maternal,Hovhannes Shiraz [MASK] Silva Kaputikyan
8369,Hovhannes Shiraz mother Petre Bagration-Gruzinsky,mother,Hovhannes Shiraz [MASK] Petre Bagration-Gruzinsky
8370,Hovhannes Shiraz mother Cornelius von Berenberg-Gossler,mother,Hovhannes Shiraz [MASK] Cornelius von Berenberg-Gossler
8371,Hovhannes Shiraz maternal Cornelius von Berenberg-Gossler,maternal,Hovhannes Shiraz [MASK] Cornelius von Berenberg-Gossler
8372,Lycus mistress Theobule,mistress,Lycus [MASK] Theobule
8373,Lycus mother Leo Tolstoy,mother,Lycus [MASK] Leo Tolstoy
8374,Lycus mother Herta Haas,mother,Lycus [MASK] Herta Haas
8375,Lycus mistress Herta Haas,mistress,Lycus [MASK] Herta Haas
8376,Joseph Stalin daughter Kato Svanidze,daughter,Joseph Stalin [MASK] Kato Svanidze
8377,Joseph Stalin mother Ulick an Fhiona Burke,mother,Joseph Stalin [MASK] Ulick an Fhiona Burke
8378,Joseph Stalin mother Amyntas III,mother,Joseph Stalin [MASK] Amyntas III
8379,Joseph Stalin daughter Amyntas III,daughter,Joseph Stalin [MASK] Amyntas III
8380,Jean-Baptiste LagimodiÃ¨re widow Marie-Anne Gaboury,widow,Jean-Baptiste LagimodiÃ¨re [MASK] Marie-Anne Gaboury
8381,Jean-Baptiste LagimodiÃ¨re mother Kjetil Osvold,mother,Jean-Baptiste LagimodiÃ¨re [MASK] Kjetil Osvold
8382,Jean-Baptiste LagimodiÃ¨re mother Ramshah Tomar,mother,Jean-Baptiste LagimodiÃ¨re [MASK] Ramshah Tomar
8383,Jean-Baptiste LagimodiÃ¨re widow Ramshah Tomar,widow,Jean-Baptiste LagimodiÃ¨re [MASK] Ramshah Tomar
8384,Hermes sorcerer Chthonophyle,sorcerer,Hermes [MASK] Chthonophyle
8385,Hermes mother Liang,mother,Hermes [MASK] Liang
8386,Hermes mother Bernard Darwin,mother,Hermes [MASK] Bernard Darwin
8387,Hermes sorcerer Bernard Darwin,sorcerer,Hermes [MASK] Bernard Darwin
8388,William ap Thomas sorcerer Gwladys ferch,sorcerer,William ap Thomas [MASK] Gwladys ferch
8389,William ap Thomas mother Rino Romano,mother,William ap Thomas [MASK] Rino Romano
8390,William ap Thomas mother Pepin,mother,William ap Thomas [MASK] Pepin
8391,William ap Thomas sorcerer Pepin,sorcerer,William ap Thomas [MASK] Pepin
8392,AgÃ©nor de Gramont daughters Marguerite de Rothschild,daughters,AgÃ©nor de Gramont [MASK] Marguerite de Rothschild
8393,AgÃ©nor de Gramont mother Brian Bellows,mother,AgÃ©nor de Gramont [MASK] Brian Bellows
8394,AgÃ©nor de Gramont mother Yuki Matsuoka,mother,AgÃ©nor de Gramont [MASK] Yuki Matsuoka
8395,AgÃ©nor de Gramont daughters Yuki Matsuoka,daughters,AgÃ©nor de Gramont [MASK] Yuki Matsuoka
8396,Casimir Dudevant heroine George Sand,heroine,Casimir Dudevant [MASK] George Sand
8397,Casimir Dudevant mother Victoria Eugenie,mother,Casimir Dudevant [MASK] Victoria Eugenie
8398,Casimir Dudevant mother Keturah,mother,Casimir Dudevant [MASK] Keturah
8399,Casimir Dudevant heroine Keturah,heroine,Casimir Dudevant [MASK] Keturah
8400,Johan Heinrich Bosse daughters Anne-Marie Lehmann,daughters,Johan Heinrich Bosse [MASK] Anne-Marie Lehmann
8401,Johan Heinrich Bosse mother J. Walter Kennedy,mother,Johan Heinrich Bosse [MASK] J. Walter Kennedy
8402,Johan Heinrich Bosse mother Henry Clay,mother,Johan Heinrich Bosse [MASK] Henry Clay
8403,Johan Heinrich Bosse daughters Henry Clay,daughters,Johan Heinrich Bosse [MASK] Henry Clay
8404,Marcus Vipsanius Agrippa witch Pomponia Caecilia Attica,witch,Marcus Vipsanius Agrippa [MASK] Pomponia Caecilia Attica
8405,Marcus Vipsanius Agrippa mother Katharina Brandis,mother,Marcus Vipsanius Agrippa [MASK] Katharina Brandis
8406,Marcus Vipsanius Agrippa mother James Springer,mother,Marcus Vipsanius Agrippa [MASK] James Springer
8407,Marcus Vipsanius Agrippa witch James Springer,witch,Marcus Vipsanius Agrippa [MASK] James Springer
8408,Tigranes the Great daughters Cleopatra,daughters,Tigranes the Great [MASK] Cleopatra
8409,Tigranes the Great mother Raymond Spottiswoode,mother,Tigranes the Great [MASK] Raymond Spottiswoode
8410,Tigranes the Great mother Ukulele,mother,Tigranes the Great [MASK] Ukulele
8411,Tigranes the Great daughters Ukulele,daughters,Tigranes the Great [MASK] Ukulele
8412,FranÃ§ois-Victor Hugo sisters AdÃ¨le Foucher,sisters,FranÃ§ois-Victor Hugo [MASK] AdÃ¨le Foucher
8413,FranÃ§ois-Victor Hugo mother Claus Berg,mother,FranÃ§ois-Victor Hugo [MASK] Claus Berg
8414,FranÃ§ois-Victor Hugo mother Jharana Thapa,mother,FranÃ§ois-Victor Hugo [MASK] Jharana Thapa
8415,FranÃ§ois-Victor Hugo sisters Jharana Thapa,sisters,FranÃ§ois-Victor Hugo [MASK] Jharana Thapa
8416,Tunku Abdul Jalil wife Raja Zarith Sofiah,wife,Tunku Abdul Jalil [MASK] Raja Zarith Sofiah
8417,Tunku Abdul Jalil mother Laodice VI,mother,Tunku Abdul Jalil [MASK] Laodice VI
8418,Tunku Abdul Jalil mother Thyria,mother,Tunku Abdul Jalil [MASK] Thyria
8419,Tunku Abdul Jalil wife Thyria,wife,Tunku Abdul Jalil [MASK] Thyria
8420,John L. Nelson women Mattie Shaw,women,John L. Nelson [MASK] Mattie Shaw
8421,John L. Nelson mother Ruo'ao,mother,John L. Nelson [MASK] Ruo'ao
8422,John L. Nelson mother Geographer,mother,John L. Nelson [MASK] Geographer
8423,John L. Nelson women Geographer,women,John L. Nelson [MASK] Geographer
8424,Margrave sister Christina Magdalena,sister,Margrave [MASK] Christina Magdalena
8425,Margrave mother AndrÃ© GrÃ©try,mother,Margrave [MASK] AndrÃ© GrÃ©try
8426,Margrave mother Charlotta WersÃ¤ll,mother,Margrave [MASK] Charlotta WersÃ¤ll
8427,Margrave sister Charlotta WersÃ¤ll,sister,Margrave [MASK] Charlotta WersÃ¤ll
8428,Maeda Toshiie maternal Maeda Matsu,maternal,Maeda Toshiie [MASK] Maeda Matsu
8429,Maeda Toshiie mother Terpsichore,mother,Maeda Toshiie [MASK] Terpsichore
8430,Maeda Toshiie mother Autonous,mother,Maeda Toshiie [MASK] Autonous
8431,Maeda Toshiie maternal Autonous,maternal,Maeda Toshiie [MASK] Autonous
8432,Emma Walton Hamilton wives Julie Andrews,wives,Emma Walton Hamilton [MASK] Julie Andrews
8433,Emma Walton Hamilton mother Guadalupe MuÃ±oz Sampedro,mother,Emma Walton Hamilton [MASK] Guadalupe MuÃ±oz Sampedro
8434,Emma Walton Hamilton mother Denzel Washington,mother,Emma Walton Hamilton [MASK] Denzel Washington
8435,Emma Walton Hamilton wives Denzel Washington,wives,Emma Walton Hamilton [MASK] Denzel Washington
8436,Nicola Notari women Elvira Notari,women,Nicola Notari [MASK] Elvira Notari
8437,Nicola Notari mother Stan Freese,mother,Nicola Notari [MASK] Stan Freese
8438,Nicola Notari mother Adriano Celentano,mother,Nicola Notari [MASK] Adriano Celentano
8439,Nicola Notari women Adriano Celentano,women,Nicola Notari [MASK] Adriano Celentano
8440,Ferdinand I of Aragon maternal Eleanor of Alburquerque,maternal,Ferdinand I of Aragon [MASK] Eleanor of Alburquerque
8441,Ferdinand I of Aragon mother Claire Clairmont,mother,Ferdinand I of Aragon [MASK] Claire Clairmont
8442,Ferdinand I of Aragon mother Dion,mother,Ferdinand I of Aragon [MASK] Dion
8443,Ferdinand I of Aragon maternal Dion,maternal,Ferdinand I of Aragon [MASK] Dion
8444,Adele Schopenhauer queen Johanna Schopenhauer,queen,Adele Schopenhauer [MASK] Johanna Schopenhauer
8445,Adele Schopenhauer mother Anton von Jaksch,mother,Adele Schopenhauer [MASK] Anton von Jaksch
8446,Adele Schopenhauer mother Valentinian III,mother,Adele Schopenhauer [MASK] Valentinian III
8447,Adele Schopenhauer queen Valentinian III,queen,Adele Schopenhauer [MASK] Valentinian III
8448,Duke wife Princess Eleonore,wife,Duke [MASK] Princess Eleonore
8449,Duke mother Sahle Selassie,mother,Duke [MASK] Sahle Selassie
8450,Duke mother FÃ©lix Leclerc,mother,Duke [MASK] FÃ©lix Leclerc
8451,Duke wife FÃ©lix Leclerc,wife,Duke [MASK] FÃ©lix Leclerc
8452,BernabÃ² Visconti wives Beatrice Regina della Scala,wives,BernabÃ² Visconti [MASK] Beatrice Regina della Scala
8453,BernabÃ² Visconti mother James Butler,mother,BernabÃ² Visconti [MASK] James Butler
8454,BernabÃ² Visconti mother Andrew BÃ¡thory,mother,BernabÃ² Visconti [MASK] Andrew BÃ¡thory
8455,BernabÃ² Visconti wives Andrew BÃ¡thory,wives,BernabÃ² Visconti [MASK] Andrew BÃ¡thory
8456,Margaret of Parma daughters Johanna Maria,daughters,Margaret of Parma [MASK] Johanna Maria
8457,Margaret of Parma mother Dianne Holum,mother,Margaret of Parma [MASK] Dianne Holum
8458,Margaret of Parma mother Fadl ibn Shavur,mother,Margaret of Parma [MASK] Fadl ibn Shavur
8459,Margaret of Parma daughters Fadl ibn Shavur,daughters,Margaret of Parma [MASK] Fadl ibn Shavur
8460,Vespasian daughter Domitilla the Elder,daughter,Vespasian [MASK] Domitilla the Elder
8461,Vespasian mother Thomas Arne,mother,Vespasian [MASK] Thomas Arne
8462,Vespasian mother George MacDonald Fraser,mother,Vespasian [MASK] George MacDonald Fraser
8463,Vespasian daughter George MacDonald Fraser,daughter,Vespasian [MASK] George MacDonald Fraser
8464,Battenberg grandmother Victoria Eugenie,grandmother,Battenberg [MASK] Victoria Eugenie
8465,Battenberg mother William John,mother,Battenberg [MASK] William John
8466,Battenberg mother Johan Kaggestad,mother,Battenberg [MASK] Johan Kaggestad
8467,Battenberg grandmother Johan Kaggestad,grandmother,Battenberg [MASK] Johan Kaggestad
8468,Al-Aziz Muhammad wife Dayfa Khatun,wife,Al-Aziz Muhammad [MASK] Dayfa Khatun
8469,Al-Aziz Muhammad mother James Dixon Boyd,mother,Al-Aziz Muhammad [MASK] James Dixon Boyd
8470,Al-Aziz Muhammad mother Gilbert Duprez,mother,Al-Aziz Muhammad [MASK] Gilbert Duprez
8471,Al-Aziz Muhammad wife Gilbert Duprez,wife,Al-Aziz Muhammad [MASK] Gilbert Duprez
8472,Louis the Pious sister Ermengarde,sister,Louis the Pious [MASK] Ermengarde
8473,Louis the Pious mother Norodom Monineath,mother,Louis the Pious [MASK] Norodom Monineath
8474,Louis the Pious mother Adelaide Casely-Hayford,mother,Louis the Pious [MASK] Adelaide Casely-Hayford
8475,Louis the Pious sister Adelaide Casely-Hayford,sister,Louis the Pious [MASK] Adelaide Casely-Hayford
8476,Hugobert princess Irmina,princess,Hugobert [MASK] Irmina
8477,Hugobert mother Hans Georg Klamroth,mother,Hugobert [MASK] Hans Georg Klamroth
8478,Hugobert mother Idina Menzel,mother,Hugobert [MASK] Idina Menzel
8479,Hugobert princess Idina Menzel,princess,Hugobert [MASK] Idina Menzel
8480,Barbara Gordon grandmother Barbara Eileen Gordon,grandmother,Barbara Gordon [MASK] Barbara Eileen Gordon
8481,Barbara Gordon mother Leopold Fane De Salis,mother,Barbara Gordon [MASK] Leopold Fane De Salis
8482,Barbara Gordon mother Ludvig Meyer,mother,Barbara Gordon [MASK] Ludvig Meyer
8483,Barbara Gordon grandmother Ludvig Meyer,grandmother,Barbara Gordon [MASK] Ludvig Meyer
8484,David Rockefeller grandmother Abby Aldrich Rockefeller,grandmother,David Rockefeller [MASK] Abby Aldrich Rockefeller
8485,David Rockefeller mother Nick Frost,mother,David Rockefeller [MASK] Nick Frost
8486,David Rockefeller mother Charles Kemble,mother,David Rockefeller [MASK] Charles Kemble
8487,David Rockefeller grandmother Charles Kemble,grandmother,David Rockefeller [MASK] Charles Kemble
8488,Tim Bevan sister Joely Richardson,sister,Tim Bevan [MASK] Joely Richardson
8489,Tim Bevan mother Lawrence Bragg,mother,Tim Bevan [MASK] Lawrence Bragg
8490,Tim Bevan mother August Strindberg,mother,Tim Bevan [MASK] August Strindberg
8491,Tim Bevan sister August Strindberg,sister,Tim Bevan [MASK] August Strindberg
8492,Julia Restoin Roitfeld grandmother Carine Roitfeld,grandmother,Julia Restoin Roitfeld [MASK] Carine Roitfeld
8493,Julia Restoin Roitfeld mother Vladimir Antonov-Ovseyenko,mother,Julia Restoin Roitfeld [MASK] Vladimir Antonov-Ovseyenko
8494,Julia Restoin Roitfeld mother Klaus Ampler,mother,Julia Restoin Roitfeld [MASK] Klaus Ampler
8495,Julia Restoin Roitfeld grandmother Klaus Ampler,grandmother,Julia Restoin Roitfeld [MASK] Klaus Ampler
8496,Kongsvinger las Thomasine Lie,las,Kongsvinger [MASK] Thomasine Lie
8497,Kongsvinger mother John Wollaston the Elder,mother,Kongsvinger [MASK] John Wollaston the Elder
8498,Kongsvinger mother Guglielmo Tocco,mother,Kongsvinger [MASK] Guglielmo Tocco
8499,Kongsvinger las Guglielmo Tocco,las,Kongsvinger [MASK] Guglielmo Tocco
8500,Ritabhari Chakraborty witch Satarupa Sanyal,witch,Ritabhari Chakraborty [MASK] Satarupa Sanyal
8501,Ritabhari Chakraborty mother Theda Ukena,mother,Ritabhari Chakraborty [MASK] Theda Ukena
8502,Ritabhari Chakraborty mother Friedrich Nerly,mother,Ritabhari Chakraborty [MASK] Friedrich Nerly
8503,Ritabhari Chakraborty witch Friedrich Nerly,witch,Ritabhari Chakraborty [MASK] Friedrich Nerly
8504,Courland sister Princess Henriette,sister,Courland [MASK] Princess Henriette
8505,Courland mother MikoÅaj Kochanowski,mother,Courland [MASK] MikoÅaj Kochanowski
8506,Courland mother Darryl Strawberry,mother,Courland [MASK] Darryl Strawberry
8507,Courland sister Darryl Strawberry,sister,Courland [MASK] Darryl Strawberry
8508,Gerhard I of Metz wives Oda,wives,Gerhard I of Metz [MASK] Oda
8509,Gerhard I of Metz mother Bill Baucom,mother,Gerhard I of Metz [MASK] Bill Baucom
8510,Gerhard I of Metz mother Reza Shah,mother,Gerhard I of Metz [MASK] Reza Shah
8511,Gerhard I of Metz wives Reza Shah,wives,Gerhard I of Metz [MASK] Reza Shah
8512,WÃ¼rttemberg mother Princess Henriette,mother,WÃ¼rttemberg [MASK] Princess Henriette
8513,WÃ¼rttemberg mother Charlotte Marguerite de Montmorency,mother,WÃ¼rttemberg [MASK] Charlotte Marguerite de Montmorency
8514,WÃ¼rttemberg mother King Xiang,mother,WÃ¼rttemberg [MASK] King Xiang
8516,Chandragupta II heroine Dhruvadevi,heroine,Chandragupta II [MASK] Dhruvadevi
8517,Chandragupta II mother JosÃ© Maria O'Neill,mother,Chandragupta II [MASK] JosÃ© Maria O'Neill
8518,Chandragupta II mother Pine,mother,Chandragupta II [MASK] Pine
8519,Chandragupta II heroine Pine,heroine,Chandragupta II [MASK] Pine
8520,Molly Jong-Fast las Erica Jong,las,Molly Jong-Fast [MASK] Erica Jong
8521,Molly Jong-Fast mother Atilia,mother,Molly Jong-Fast [MASK] Atilia
8522,Molly Jong-Fast mother Princess Ludovika,mother,Molly Jong-Fast [MASK] Princess Ludovika
8523,Molly Jong-Fast las Princess Ludovika,las,Molly Jong-Fast [MASK] Princess Ludovika
8524,Ryuichi Sakamoto wife Akiko Yano,wife,Ryuichi Sakamoto [MASK] Akiko Yano
8525,Ryuichi Sakamoto mother Dos Caras,mother,Ryuichi Sakamoto [MASK] Dos Caras
8526,Ryuichi Sakamoto mother Wilhelm Jentzsch,mother,Ryuichi Sakamoto [MASK] Wilhelm Jentzsch
8527,Ryuichi Sakamoto wife Wilhelm Jentzsch,wife,Ryuichi Sakamoto [MASK] Wilhelm Jentzsch
8528,AimÃ© Simon-Girard sorcerer Juliette Simon-Girard,sorcerer,AimÃ© Simon-Girard [MASK] Juliette Simon-Girard
8529,AimÃ© Simon-Girard mother Amda Seyon,mother,AimÃ© Simon-Girard [MASK] Amda Seyon
8530,AimÃ© Simon-Girard mother Nailea Norvind,mother,AimÃ© Simon-Girard [MASK] Nailea Norvind
8531,AimÃ© Simon-Girard sorcerer Nailea Norvind,sorcerer,AimÃ© Simon-Girard [MASK] Nailea Norvind
8532,Juana NÃºÃ±ez de Lara daughter Teresa DÃ­az II de Haro,daughter,Juana NÃºÃ±ez de Lara [MASK] Teresa DÃ­az II de Haro
8533,Juana NÃºÃ±ez de Lara mother Carlisle,mother,Juana NÃºÃ±ez de Lara [MASK] Carlisle
8534,Juana NÃºÃ±ez de Lara mother Richard Trappes-Lomax,mother,Juana NÃºÃ±ez de Lara [MASK] Richard Trappes-Lomax
8535,Juana NÃºÃ±ez de Lara daughter Richard Trappes-Lomax,daughter,Juana NÃºÃ±ez de Lara [MASK] Richard Trappes-Lomax
8536,Alexander the Great nun Roxana,nun,Alexander the Great [MASK] Roxana
8537,Alexander the Great mother Maire Gullichsen,mother,Alexander the Great [MASK] Maire Gullichsen
8538,Alexander the Great mother Godfrey Webster,mother,Alexander the Great [MASK] Godfrey Webster
8539,Alexander the Great nun Godfrey Webster,nun,Alexander the Great [MASK] Godfrey Webster
8540,Birger Jarl wife Ingeborg Eriksdotter,wife,Birger Jarl [MASK] Ingeborg Eriksdotter
8541,Birger Jarl mother Ovadia Yosef,mother,Birger Jarl [MASK] Ovadia Yosef
8542,Birger Jarl mother Christian Neidhart,mother,Birger Jarl [MASK] Christian Neidhart
8543,Birger Jarl wife Christian Neidhart,wife,Birger Jarl [MASK] Christian Neidhart
8544,Bahadur Shah I widow Maharajkumari Amrita Bai Sahiba,widow,Bahadur Shah I [MASK] Maharajkumari Amrita Bai Sahiba
8545,Bahadur Shah I mother Mihir Das,mother,Bahadur Shah I [MASK] Mihir Das
8546,Bahadur Shah I mother Afonso V,mother,Bahadur Shah I [MASK] Afonso V
8547,Bahadur Shah I widow Afonso V,widow,Bahadur Shah I [MASK] Afonso V
8548,Jacob empress Bilhah,empress,Jacob [MASK] Bilhah
8549,Jacob mother Aulus Caecina Paetus,mother,Jacob [MASK] Aulus Caecina Paetus
8550,Jacob mother Donal III O'Donovan,mother,Jacob [MASK] Donal III O'Donovan
8551,Jacob empress Donal III O'Donovan,empress,Jacob [MASK] Donal III O'Donovan
8552,Marck daughters Margaret of JÃ¼lich,daughters,Marck [MASK] Margaret of JÃ¼lich
8553,Marck mother Anwar Nusseibeh,mother,Marck [MASK] Anwar Nusseibeh
8554,Marck mother Chizuru Ikewaki,mother,Marck [MASK] Chizuru Ikewaki
8555,Marck daughters Chizuru Ikewaki,daughters,Marck [MASK] Chizuru Ikewaki
8556,WÃ¼rttemberg-Urach widow Mechthild,widow,WÃ¼rttemberg-Urach [MASK] Mechthild
8557,WÃ¼rttemberg-Urach mother Balraj Sahni,mother,WÃ¼rttemberg-Urach [MASK] Balraj Sahni
8558,WÃ¼rttemberg-Urach mother Charles Augustus Briggs,mother,WÃ¼rttemberg-Urach [MASK] Charles Augustus Briggs
8559,WÃ¼rttemberg-Urach widow Charles Augustus Briggs,widow,WÃ¼rttemberg-Urach [MASK] Charles Augustus Briggs
8560,Guillaume Schiffman heroine Suzanne Schiffman,heroine,Guillaume Schiffman [MASK] Suzanne Schiffman
8561,Guillaume Schiffman mother Lucius Vipstanus Gallus,mother,Guillaume Schiffman [MASK] Lucius Vipstanus Gallus
8562,Guillaume Schiffman mother Daniel Auteuil,mother,Guillaume Schiffman [MASK] Daniel Auteuil
8563,Guillaume Schiffman heroine Daniel Auteuil,heroine,Guillaume Schiffman [MASK] Daniel Auteuil
8564,Helen Taft Manning sorcerer Helen Herron Taft,sorcerer,Helen Taft Manning [MASK] Helen Herron Taft
8565,Helen Taft Manning mother Marcus Peducaeus Priscinus,mother,Helen Taft Manning [MASK] Marcus Peducaeus Priscinus
